Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category
BrightHomeTuitionChandigarhPanchkulaMohali,4.9,-69,30.721845,76.76599,EducationalInstitute,TuitionCenter
CuemathOfflineTuitionCenter|Punammaggon,5,-12,30.716611,76.758505,EducationalInstitute,TuitionCenter
BrainstormHomeTuitioninChandigarh,4.8,-249,30.725642,76.748694,EducationalInstitute,TuitionCenter
PDADanceAcademy,5,-76,30.729011,76.771928,EducationalInstitute,DanceSchool
Rock'n'RollDanceModelingActingAcademyChandigarh,5,-63,30.726715,76.757787,EducationalInstitute,DanceSchool
TheDanzaLand34-DanceClassesinChandigarh,4.9,-12,30.723329,76.769216,EducationalInstitute,DanceSchool
GrooveYouDanceStudiobyPankajThakur,4.7,-10,30.718411,76.754999,EducationalInstitute,DanceSchool
R13BhangraAcademy,5,-22,30.725917,76.772402,EducationalInstitute,DanceSchool
EasyDrivingSchool,5,-43,30.719187,76.765762,EducationalInstitute,DrivingSchool
AzadDrivingSchool(Govt.Registered),4.8,-114,30.721936,76.76822,EducationalInstitute,DrivingSchool
DHANOADRIVING,4.8,-61,30.714496,76.752099,EducationalInstitute,DrivingSchool
ARMAANDRIVINGSCHOOL,5,-7,30.723658,76.766864,EducationalInstitute,DrivingSchool
newkhalsadrivingschool(Govt.Registered),5,-81,30.731366,76.737863,EducationalInstitute,DrivingSchool
GovernmentModelSeniorSecondarySchool,4.4,-182,30.725116,76.756632,EducationalInstitute,School
"GuruNanakPublicSchool,Sector36-D,Chandigarh",4.3,-255,30.732705,76.753082,EducationalInstitute,School
SriGuruGobindSinghPublicSchool,3.8,-78,30.726921,76.762851,EducationalInstitute,School
GovernmentModelHighSchool,4.3,-39,30.730857,76.768342,EducationalInstitute,School
GovernmentModelHighSchool,4.1,-33,30.727834,76.757775,EducationalInstitute,School
MehrChandMahajanDAVCollegeforWomen,4.6,"-1,452",30.734746,76.757433,EducationalInstitute,College
DevSamajCollegeofEducation,4.4,-113,30.733109,76.761856,EducationalInstitute,College
ChandigarhGroupofCollegesCityOffice,3.7,-3,30.735667,76.749316,EducationalInstitute,College
PostGraduateGovernmentCollegeforGirls,4.3,-714,30.725353,76.738595,EducationalInstitute,College
"CollegeofCommerce-BestCACoachinginChandigarh,AccountsEconomics11,12,Bcom,CSCPTCUETDUEntranceCoaching",4.9,-396,30.733613,76.753136,EducationalInstitute,College
ParulUniversity-ChandigarhNationalAdmissionOffices,5,-2,30.728494,76.770899,EducationalInstitute,University
ChandigarhUniversity,3.8,-223,30.73412,76.752456,EducationalInstitute,University
Physicswala,N/A,N/A,30.72832,76.772317,EducationalInstitute,University
PanjabUniversity,4.5,"-6,038",30.75801,76.768478,EducationalInstitute,University
ChandigarhUniversityDistanceEducation,3.3,-7,30.733387,76.753334,EducationalInstitute,University
Happycrafting,N/A,N/A,30.726759,76.765392,EducationalInstitute,ArtSchool
"Tution(1to10classes,11th&12thArts)",5,-1,30.731691,76.765766,EducationalInstitute,ArtSchool
CAPA-CakeuncleAcademyofPastryArts,4.3,-100,30.729245,76.757787,EducationalInstitute,ArtSchool
Rock'n'RollDanceModelingActingAcademyChandigarh,5,-63,30.726715,76.757787,EducationalInstitute,ArtSchool
MehrChandMahajanDAVCollegeforWomen,4.6,"-1,452",30.734746,76.757433,EducationalInstitute,ArtSchool
Happycrafting,N/A,N/A,30.726759,76.765392,EducationalInstitute,MusicSchool
Math&ScienceTuition-MathsTuitionInChd-MathClassesInChd,4.7,-16,30.731833,76.765874,EducationalInstitute,MusicSchool
GuptaMehandiarts,5,-3,30.728323,76.759363,EducationalInstitute,MusicSchool
AllDesignSolution-VideoProductionCompany|CorporateFilm|Photography,4.8,-34,30.728933,76.758152,EducationalInstitute,MusicSchool
AllianceFrancaisedeChandigarh,4.6,-279,30.735877,76.758365,EducationalInstitute,MusicSchool
Tuitionclassesfor6thto12th,4.9,-78,30.722913,76.749758,EducationalInstitute,TuitionCenter
TuitionCentrefor1stto10thClass,5,-316,30.732586,76.733257,EducationalInstitute,TuitionCenter
BrainstormHomeTuitioninChandigarh,4.8,-249,30.725642,76.748694,EducationalInstitute,TuitionCenter
ShikhaRanaHomeTuitionTutorChandigarhMohali,4.5,-329,30.734179,76.772705,EducationalInstitute,TuitionCenter
BYJU'STuitionCentre-Sector34A,4.4,-62,N/A,N/A,EducationalInstitute,TuitionCenter
Rock'n'RollDanceModelingActingAcademyChandigarh,5,-63,30.726715,76.757787,EducationalInstitute,DanceSchool
SardarBalDrivingSchool,5,-5,30.735855,76.764671,EducationalInstitute,DrivingSchool
SandhuDrivingSchool,2.8,-6,30.735917,76.762409,EducationalInstitute,DrivingSchool
InaraByGinniMander,5,-7,30.730879,76.758731,EducationalInstitute,DrivingSchool
VivekHighSchool,4.2,-287,30.745412,76.748438,EducationalInstitute,School
GHSSector54Chandigarh,4,-23,30.727968,76.729666,EducationalInstitute,School
SriGuruHarkrishanModelSchool,4.3,-120,30.743539,76.740811,EducationalInstitute,School
GovtModelsr.secschool,4.4,-38,30.741389,76.727654,EducationalInstitute,School
Shardapublicschool,4,-2,30.731054,76.733414,EducationalInstitute,School
MehrChandMahajanDAVCollegeforWomen,4.6,"-1,452",30.734746,76.757433,EducationalInstitute,College
DevSamajCollegeofEducation,4.4,-113,30.733109,76.761856,EducationalInstitute,College
ChandigarhGroupofCollegesCityOffice,3.7,-3,30.735667,76.749316,EducationalInstitute,College
"CollegeofCommerce-BestCACoachinginChandigarh,AccountsEconomics11,12,Bcom,CSCPTCUETDUEntranceCoaching",4.9,-396,30.733613,76.753136,EducationalInstitute,College
AryansCollegeofEducation,4,-26,30.746442,76.778375,EducationalInstitute,College
PanjabUniversitySouthCampus,4.3,-150,N/A,N/A,EducationalInstitute,University
UIETPunjabUniversity,4.4,-99,30.748077,76.757115,EducationalInstitute,University
PanjabUniversity,4.5,"-6,038",30.75801,76.768478,EducationalInstitute,University
ChandigarhUniversity,3.8,-223,30.73412,76.752456,EducationalInstitute,University
Chandigarh,5,-4,30.748049,76.747346,EducationalInstitute,University
"ShankyStudio,VisualArtServices",4.9,"-1,353",30.739541,76.745865,EducationalInstitute,ArtSchool
GunjanArtClasses,4.7,-48,30.740784,76.754281,EducationalInstitute,ArtSchool
Desirehobbyclassesathome,5,-1,30.862174,76.662754,EducationalInstitute,ArtSchool
"Acting,Film&TheaterClassesinChandigarh-CIPA",4.8,-205,30.748502,76.774364,EducationalInstitute,ArtSchool
AcademyOfAppliedArts,5,-1,30.740784,76.780211,EducationalInstitute,ArtSchool
Baani'sMusicAcademy,5,-47,30.733165,76.777208,EducationalInstitute,MusicSchool
Gaazeemusicalacademy,5,-3,30.73901,76.761064,EducationalInstitute,MusicSchool
SurSangamInstitute,5,-19,30.744446,76.744094,EducationalInstitute,MusicSchool
Arun'smusicclass,5,-4,30.745714,76.766359,EducationalInstitute,MusicSchool
LalitCoomar'sGuitarClasses,4.7,-45,30.737292,76.749324,EducationalInstitute,MusicSchool
ExcellentTutors,4.9,-8,30.744175,76.739481,EducationalInstitute,TuitionCenter
JHCLASSES,5,-44,30.746383,76.742885,EducationalInstitute,TuitionCenter
TuitionCentrefor1stto10thClass,5,-316,30.732586,76.733257,EducationalInstitute,TuitionCenter
JRCoachingCentreforOpenSchoolandBestTuitionClassesinChandigarhTricity,4.3,-24,30.745656,76.743622,EducationalInstitute,TuitionCenter
ShikhaRanaHomeTuitionTutorChandigarhMohali,4.5,-329,30.734179,76.772705,EducationalInstitute,TuitionCenter
PDADanceAcademy,5,-76,30.729011,76.771928,EducationalInstitute,DanceSchool
TheDanzaLand-DanceClassesnowin34sector,4.8,-95,30.745789,76.773269,EducationalInstitute,DanceSchool
ChandigarhDanceAcademy,4.6,-71,30.747727,76.746838,EducationalInstitute,DanceSchool
DanceOPedia22,4.9,-89,30.732814,76.776211,EducationalInstitute,DanceSchool
DanceClassesinChandigarh-ThePerfectArtistStudio,5,-2,30.740267,76.742886,EducationalInstitute,DanceSchool
CapitalDrivingSchool,4.9,-269,30.738666,76.740976,EducationalInstitute,DrivingSchool
JEETDRIVINGSCHOOL,5,-141,30.738543,76.740926,EducationalInstitute,DrivingSchool
DashmeshDrivingSchool,4.4,-528,30.737362,76.766218,EducationalInstitute,DrivingSchool
SinghDrivingSchool(Govt.Registered),4.9,-631,30.735349,76.735965,EducationalInstitute,DrivingSchool
DashmeshDrivingSchool-CarDrivingSchool,4.7,-214,30.732111,76.741091,EducationalInstitute,DrivingSchool
"BanyanTreeSchool,Chandigarh|BestSchoolinChandigarh",4.3,-200,30.689737,76.761179,EducationalInstitute,School
HeritageHighPublicSchool,4.2,-18,30.683079,76.763576,EducationalInstitute,School
GreenCastleSmartSchool,4,-24,30.692909,76.767027,EducationalInstitute,School
VriddhiSchool,5,-4,30.683314,76.760232,EducationalInstitute,School
AdarshBalVidyapeeth,4.1,-36,30.693427,76.769752,EducationalInstitute,School
"486,panchamenclave,sector48",4.3,-15,30.691684,76.757076,EducationalInstitute,College
HeritageHighPublicSchool,4.2,-18,30.683079,76.763576,EducationalInstitute,College
DENTALCLINIC,5,-1,30.682803,76.763523,EducationalInstitute,College
EminenceEducation,4.6,-14,30.690806,76.757968,EducationalInstitute,College
Leapwaters,5,-13,30.687671,76.757219,EducationalInstitute,College
WorlinEducation:BestMBBSAbroad/StudyVisaConsultantinChandigarh,4.7,-12,30.693377,76.771559,EducationalInstitute,University
TheAdmissionAdvisor,5,-2,30.693637,76.771302,EducationalInstitute,University
EminenceEducation,4.6,-14,30.690806,76.757968,EducationalInstitute,University
CHHAYASCHOOLOFART(CSA),4.6,-30,30.690202,76.756597,EducationalInstitute,University
"BanyanTreeSchool,Chandigarh|BestSchoolinChandigarh",4.3,-200,30.689737,76.761179,EducationalInstitute,University
CHHAYASCHOOLOFART(CSA),4.6,-30,30.690202,76.756597,EducationalInstitute,ArtSchool
A+SchoolofMusic,4.9,-34,30.694726,76.76969,EducationalInstitute,ArtSchool
DjLabAcademy-Chandigarh,5,-7,30.698379,76.786855,EducationalInstitute,ArtSchool
RajBridalMehandiArtist,5,-86,30.698673,76.76442,EducationalInstitute,ArtSchool
UrbanDanceStudio,5,-6,30.682739,76.761036,EducationalInstitute,ArtSchool
A+SchoolofMusic,4.9,-34,30.694726,76.76969,EducationalInstitute,MusicSchool
DjLabAcademy-Chandigarh,5,-7,30.698379,76.786855,EducationalInstitute,MusicSchool
SangeetKaSparsh,5,-2,30.68946,76.758021,EducationalInstitute,MusicSchool
K.S.TUITION,5,-5,30.692572,76.755063,EducationalInstitute,TuitionCenter
"""Nunu""TuitionCenter",4.9,-52,30.666156,76.745974,EducationalInstitute,TuitionCenter
KidsKoolTuitionclasses:-Allsubjects(Nursery-5thclasstuitions),5,-26,30.692127,76.761569,EducationalInstitute,TuitionCenter
SumanTuitionCenter,5,-1,30.68471,76.765936,EducationalInstitute,TuitionCenter
Learner'sPointTuitionCenter,N/A,N/A,30.692859,76.747054,EducationalInstitute,TuitionCenter
UrbanDanceStudio,5,-6,30.682739,76.761036,EducationalInstitute,DanceSchool
TheChhaviDanceNFitnessStudio,5,-1,30.698887,76.755258,EducationalInstitute,DanceSchool
BeatBeaterDanceAcademy,5,-1,30.697576,76.766916,EducationalInstitute,DanceSchool
RMStudio,5,-20,30.694901,76.770174,EducationalInstitute,DanceSchool
ARMAANDRIVINGSCHOOL(govt.register),4.8,-459,30.697882,76.766969,EducationalInstitute,DrivingSchool
ShivamDrivingSchool(Govt.Registered),4.8,-181,30.696337,76.762132,EducationalInstitute,DrivingSchool
ExpertDrivingSchool(Govt.Registered),4.4,-80,30.678287,76.747528,EducationalInstitute,DrivingSchool
JantaDrivingSchoolChandigarh,4.5,-286,30.684063,76.754184,EducationalInstitute,DrivingSchool
BombayDrivingSchool,5,-10,30.696309,76.785563,EducationalInstitute,DrivingSchool
GreenCastleSmartSchool,4,-24,30.692909,76.767027,EducationalInstitute,School
St.Mary'sSchool,4,-255,30.702296,76.766932,EducationalInstitute,School
KendriyaVidyalayaSector-47SecondarySection,4.3,-210,N/A,N/A,EducationalInstitute,School
GovernmentModelSeniorSecondarySchool,4.1,-132,30.701527,76.761454,EducationalInstitute,School
KundanInternationalSchool|BestCBSESchoolinChandigarh,4.3,-149,30.700518,76.767508,EducationalInstitute,School
GovernmentCollegeOfCommerce&BusinessAdministration,4.3,-245,30.69685,76.745756,EducationalInstitute,College
PostGraduateGovernmentCollege,4.2,-432,30.701822,76.769283,EducationalInstitute,College
GoswamiGaneshDuttaSanatanDharmaCollege,4.4,"-1,061",30.704523,76.772266,EducationalInstitute,College
R.T.C.College,5,-33,30.708604,76.774174,EducationalInstitute,College
InformationTechnologyDepartment,4.5,-2,30.704522,76.771847,EducationalInstitute,College
PostGraduateGovernmentCollege,4.2,-432,30.701822,76.769283,EducationalInstitute,University
S.K.InstituteofProfessionalStudies,N/A,N/A,30.699917,76.765571,EducationalInstitute,University
WorlinEducation:BestMBBSAbroad/StudyVisaConsultantinChandigarh,4.7,-12,30.693377,76.771559,EducationalInstitute,University
TargetStudy,4,-12,30.695082,76.766114,EducationalInstitute,University
RegionalInstituteforMentallyHandicapped,4.5,-20,30.698991,76.776206,EducationalInstitute,University
A+SchoolofMusic,4.9,-34,30.694726,76.76969,EducationalInstitute,ArtSchool
"AagaazKalaKendraSchoolOfMusic,ChandigarhBranch",5,-1,30.701077,76.769006,EducationalInstitute,ArtSchool
Kaydee'sGuitarAcademy,5,-2,30.722582,76.759019,EducationalInstitute,ArtSchool
TheKarmaDanceStudio,5,-64,30.700386,76.768071,EducationalInstitute,ArtSchool
RajBridalMehandiArtist,5,-86,30.698673,76.76442,EducationalInstitute,ArtSchool
A+SchoolofMusic,4.9,-34,30.694726,76.76969,EducationalInstitute,MusicSchool
"AagaazKalaKendraSchoolOfMusic,ChandigarhBranch",5,-1,30.701077,76.769006,EducationalInstitute,MusicSchool
Kaydee'sGuitarAcademy,5,-2,30.722582,76.759019,EducationalInstitute,MusicSchool
FlipymartOutlet,5,-5,30.701731,76.765672,EducationalInstitute,MusicSchool
Tuitionclassesfor2ndto12thclass,5,-35,30.702705,76.759724,EducationalInstitute,TuitionCenter
"AbhinavTuitionclasses..BestcoachingforMathandScienceClass7,8,9&10|Accounts|Economics",5,-23,30.701359,76.745127,EducationalInstitute,TuitionCenter
"Science,PhysicsandMathstuitioncenter(ViGyanTuition)-MohaliandChandigarh",5,-28,30.703553,76.757498,EducationalInstitute,TuitionCenter
K.S.TUITION,5,-5,30.692572,76.755063,EducationalInstitute,TuitionCenter
HomeTuitioninChandigarhPanchkulaMohali,5,-40,30.704552,76.764784,EducationalInstitute,TuitionCenter
TheKarmaDanceStudio,5,-64,30.700386,76.768071,EducationalInstitute,DanceSchool
BeatBeaterDanceAcademy,5,-1,30.697576,76.766916,EducationalInstitute,DanceSchool
RMStudio,5,-20,30.694901,76.770174,EducationalInstitute,DanceSchool
DancescapesbySrishti,5,-16,30.694554,76.757821,EducationalInstitute,DanceSchool
PerfectDrivingSchool(CHANDIGARH),4.9,-387,30.700635,76.765804,EducationalInstitute,DrivingSchool
AzadDrivingSchool(Govt.Registered),4.7,"-1,384",30.700348,76.765416,EducationalInstitute,DrivingSchool
ShivamDrivingSchool(Govt.Registered),4.8,-181,30.696337,76.762132,EducationalInstitute,DrivingSchool
ARMAANDRIVINGSCHOOL(govt.register),4.8,-459,30.697882,76.766969,EducationalInstitute,DrivingSchool
ExpertDrivingSchool(Govt.Registered)(CHANDIGARH),4.8,-751,30.70585,76.761923,EducationalInstitute,DrivingSchool
StarPublicSchool,4.4,-15,30.715751,76.736995,EducationalInstitute,School
Saupin'sSchool,4.3,-232,30.711428,76.776795,EducationalInstitute,School
GovernmentModelHighSchool,4.2,-16,30.699367,76.777853,EducationalInstitute,School
AjitKaramSinghInternationalPublicSchool,4.4,-157,30.710415,76.758371,EducationalInstitute,School
LawerancePublicSeniorSecondarySchool,4.1,-184,30.702111,76.738604,EducationalInstitute,School
R.T.C.College,5,-33,30.708604,76.774174,EducationalInstitute,College
GoswamiGaneshDuttaSanatanDharmaCollege,4.4,"-1,061",30.704523,76.772266,EducationalInstitute,College
PostGraduateGovernmentCollege,4.2,-432,30.701822,76.769283,EducationalInstitute,College
Devsamajcollegeforwomen,4.2,-407,30.707381,76.764799,EducationalInstitute,College
khalsaCollege,3.4,-20,30.710688,76.755345,EducationalInstitute,College
ISBM,4.8,-118,30.709055,76.774337,EducationalInstitute,University
NextGenISPSDistanceLearning,5,-1,30.710063,76.772698,EducationalInstitute,University
FraserValleyIndia�UFVCanada,4.3,-52,30.704844,76.771957,EducationalInstitute,University
PanjabUniversity,4.5,"-6,038",30.75801,76.768478,EducationalInstitute,University
"PunjabiUniversityCentreforEmergingandInnovativeTechnology,Mohali",4.4,-79,30.704418,76.727722,EducationalInstitute,University
DeepakritiInstituteofCreativeArts,4.8,"-2,569",30.716878,76.757392,EducationalInstitute,ArtSchool
FolkArtLoverAcademyChandigarh(BhangraAcademy),5,-22,30.709428,76.764062,EducationalInstitute,ArtSchool
A+SchoolofMusic,4.9,-34,30.694726,76.76969,EducationalInstitute,ArtSchool
"AagaazKalaKendraSchoolOfMusic,ChandigarhBranch",5,-1,30.701077,76.769006,EducationalInstitute,ArtSchool
KalakariFauj-Music&VideoProductionandRecords,5,-76,30.709621,76.772374,EducationalInstitute,ArtSchool
BridgeMusicAcademy,4.7,-67,30.711275,76.75712,EducationalInstitute,MusicSchool
"AagaazKalaKendraSchoolOfMusic,ChandigarhBranch",5,-1,30.701077,76.769006,EducationalInstitute,MusicSchool
Zion'sMusic,5,-9,30.703059,76.75751,EducationalInstitute,MusicSchool
A+SchoolofMusic,4.9,-34,30.694726,76.76969,EducationalInstitute,MusicSchool
SwarSadhnaSangeetKalaAcademy,3.6,-20,30.713173,76.750295,EducationalInstitute,MusicSchool
Tuitionclassesfor2ndto12thclass,5,-35,30.702705,76.759724,EducationalInstitute,TuitionCenter
"AbhinavTuitionclasses..BestcoachingforMathandScienceClass7,8,9&10|Accounts|Economics",5,-23,30.701359,76.745127,EducationalInstitute,TuitionCenter
HomeTuitioninChandigarhPanchkulaMohali,5,-40,30.704552,76.764784,EducationalInstitute,TuitionCenter
"SHARDACOACHINGCLASSES(TUTIONSfor11&12commerce,9&10maths-ICSEandCBSE)",5,-42,30.707348,76.744834,EducationalInstitute,TuitionCenter
"Science,PhysicsandMathstuitioncenter(ViGyanTuition)-MohaliandChandigarh",5,-28,30.703553,76.757498,EducationalInstitute,TuitionCenter
Freedom2danceStudio,4.9,-234,30.708998,76.774325,EducationalInstitute,DanceSchool
RockstarAcademydanceclasseschandigarh,4.4,-32,30.710314,76.758374,EducationalInstitute,DanceSchool
TheKarmaDanceStudio,5,-64,30.700386,76.768071,EducationalInstitute,DanceSchool
Dancefitnessstudio,5,-20,30.708942,76.761272,EducationalInstitute,DanceSchool
DANCEACADEMYCHANDIGARHsector45,4,-2,30.707475,76.757704,EducationalInstitute,DanceSchool
PerfectDrivingSchool(CHANDIGARH),4.9,-387,30.700635,76.765804,EducationalInstitute,DrivingSchool
ExpertDrivingSchool(Govt.Registered)(CHANDIGARH),4.8,-751,30.70585,76.761923,EducationalInstitute,DrivingSchool
AzadDrivingSchool(Govt.Registered),4.7,"-1,384",30.700348,76.765416,EducationalInstitute,DrivingSchool
SamratDrivingSchool,4.6,-165,30.709279,76.77424,EducationalInstitute,DrivingSchool
LuckyDrivingSchoolChandigarh,4.7,-119,30.711397,76.752659,EducationalInstitute,DrivingSchool
AjitKaramSinghInternationalPublicSchool,4.4,-157,30.710415,76.758371,EducationalInstitute,School
St.Stephen'sSchool,4.5,-442,30.708394,76.76589,EducationalInstitute,School
GovernmentModelHighSchool,4.4,-58,30.717854,76.763355,EducationalInstitute,School
GovernmentModelSeniorSecondarySchool,4.1,-127,30.707909,76.770572,EducationalInstitute,School
GovernmentSeniorSecondarySchool,4.1,-109,30.709138,76.756796,EducationalInstitute,School
R.T.C.College,5,-33,30.708604,76.774174,EducationalInstitute,College
Devsamajcollegeforwomen,4.2,-407,30.707381,76.764799,EducationalInstitute,College
GovernmentCollegeofEducation,4.2,-131,30.719682,76.777462,EducationalInstitute,College
khalsaCollege,3.4,-20,30.710688,76.755345,EducationalInstitute,College
GriffithCollegeIrelandDublinLimerickCork,5,-1,30.71994,76.757352,EducationalInstitute,College
Sec32Chandigarh,5,-1,30.709201,76.774592,EducationalInstitute,University
ISBM,4.8,-118,30.709055,76.774337,EducationalInstitute,University
NextGenISPSDistanceLearning,5,-1,30.710063,76.772698,EducationalInstitute,University
PerspectivesInEducation,5,-34,30.712272,76.763704,EducationalInstitute,University
VidyamandirClasses,3.5,-13,30.718532,76.765669,EducationalInstitute,University
DeepakritiInstituteofCreativeArts,4.8,"-2,569",30.716878,76.757392,EducationalInstitute,ArtSchool
FolkArtLoverAcademyChandigarh(BhangraAcademy),5,-22,30.709428,76.764062,EducationalInstitute,ArtSchool
KalakariFauj-Music&VideoProductionandRecords,5,-76,30.709621,76.772374,EducationalInstitute,ArtSchool
BridgeMusicAcademy,4.7,-67,30.711275,76.75712,EducationalInstitute,ArtSchool
TheEngineRoom,4.8,-25,30.716033,76.762809,EducationalInstitute,ArtSchool
BridgeMusicAcademy,4.7,-67,30.711275,76.75712,EducationalInstitute,MusicSchool
StringMusicAcademy�,4.7,-252,30.719001,76.775212,EducationalInstitute,MusicSchool
MusicAcademy,4.6,-60,30.721799,76.770217,EducationalInstitute,MusicSchool
SwarSadhnaSangeetKalaAcademy,3.6,-20,30.713173,76.750295,EducationalInstitute,MusicSchool
MusicAcademyChandigarh�(MAC),5,-314,30.733554,76.738905,EducationalInstitute,MusicSchool
"SHARDACOACHINGCLASSES(TUTIONSfor11&12commerce,9&10maths-ICSEandCBSE)",5,-42,30.707348,76.744834,EducationalInstitute,TuitionCenter
RuchiCoachingClasses,4.9,-49,30.710005,76.74523,EducationalInstitute,TuitionCenter
CuemathOfflineTuitionCenter|Punammaggon,5,-12,30.716611,76.758505,EducationalInstitute,TuitionCenter
MathsTuition(Classes6-10),5,-2,30.713321,76.749832,EducationalInstitute,TuitionCenter
Tuitionclassesfor6thto12th,4.9,-78,30.722913,76.749758,EducationalInstitute,TuitionCenter
Freedom2danceStudio,4.9,-234,30.708998,76.774325,EducationalInstitute,DanceSchool
RockstarAcademydanceclasseschandigarh,4.4,-32,30.710314,76.758374,EducationalInstitute,DanceSchool
Dancefitnessstudio,5,-20,30.708942,76.761272,EducationalInstitute,DanceSchool
DANCEACADEMYCHANDIGARHsector45,4,-2,30.707475,76.757704,EducationalInstitute,DanceSchool
GrooveYouDanceStudiobyPankajThakur,4.7,-10,30.718411,76.754999,EducationalInstitute,DanceSchool
SamratDrivingSchool,4.6,-165,30.709279,76.77424,EducationalInstitute,DrivingSchool
LuckyDrivingSchoolChandigarh,4.7,-119,30.711397,76.752659,EducationalInstitute,DrivingSchool
ExpertDrivingSchool(Govt.Registered)(CHANDIGARH),4.8,-751,30.70585,76.761923,EducationalInstitute,DrivingSchool
PreetDrivingSchool,4.3,-54,30.708415,76.771838,EducationalInstitute,DrivingSchool
DHANOADRIVING,4.8,-61,30.714496,76.752099,EducationalInstitute,DrivingSchool
StarPublicSchool,4.4,-15,30.715751,76.736995,EducationalInstitute,School
AdarshPublic(Smart)School,4.4,-58,30.723298,76.786196,EducationalInstitute,School
Saupin'sSchool,4.3,-232,30.711428,76.776795,EducationalInstitute,School
AjitKaramSinghInternationalPublicSchool,4.4,-157,30.710415,76.758371,EducationalInstitute,School
DivyaPublicSchool,4.6,-65,30.712784,76.751512,EducationalInstitute,School
GovernmentCollegeofEducation,4.2,-131,30.719682,76.777462,EducationalInstitute,College
GriffithCollegeIrelandDublinLimerickCork,5,-1,30.71994,76.757352,EducationalInstitute,College
DolphinGroupofColleges,4.3,-7,N/A,N/A,EducationalInstitute,College
college,5,-1,30.730006,76.780011,EducationalInstitute,College
BestHMCollege-UEIGlobal,4.5,-150,30.723376,76.767646,EducationalInstitute,College
PunjabTechnicalUniversity,4.4,-7,30.720137,76.757579,EducationalInstitute,University
ParulUniversity-ChandigarhNationalAdmissionOffices,5,-2,30.728494,76.770899,EducationalInstitute,University
Physicswala,N/A,N/A,30.72832,76.772317,EducationalInstitute,University
MANAVRACHNAUNIVERSITY,5,-3,N/A,N/A,EducationalInstitute,University
BestHMCollege-UEIGlobal,4.5,-150,30.723376,76.767646,EducationalInstitute,University
artaStudios,5,-34,30.72706,76.747995,EducationalInstitute,ArtSchool
DeepakritiInstituteofCreativeArts,4.8,"-2,569",30.716878,76.757392,EducationalInstitute,ArtSchool
ZEEInstituteofCreativeArts,3.9,-65,30.722223,76.769233,EducationalInstitute,ArtSchool
Happycrafting,N/A,N/A,30.726759,76.765392,EducationalInstitute,ArtSchool
PracheenKalaKendra,4.3,-371,30.723564,76.762616,EducationalInstitute,ArtSchool
MusicAcademy,4.6,-60,30.721799,76.770217,EducationalInstitute,MusicSchool
StringMusicAcademy�,4.7,-252,30.719001,76.775212,EducationalInstitute,MusicSchool
MusicAcademyChandigarh�(MAC),5,-314,30.733554,76.738905,EducationalInstitute,MusicSchool
PracheenKalaKendra,4.3,-371,30.723564,76.762616,EducationalInstitute,MusicSchool
BridgeMusicAcademy,4.7,-67,30.711275,76.75712,EducationalInstitute,MusicSchool
Tuitionclassesfor6thto12th,4.9,-78,30.722913,76.749758,EducationalInstitute,TuitionCenter
BYJU'STuitionCentre-Sector34A,4.4,-62,N/A,N/A,EducationalInstitute,TuitionCenter
BrightHomeTuitionChandigarhPanchkulaMohali,4.9,-69,30.721845,76.76599,EducationalInstitute,TuitionCenter
CuemathOfflineTuitionCenter|Punammaggon,5,-12,30.716611,76.758505,EducationalInstitute,TuitionCenter
BrainstormHomeTuitioninChandigarh,4.8,-249,30.725642,76.748694,EducationalInstitute,TuitionCenter
PDADanceAcademy,5,-76,30.729011,76.771928,EducationalInstitute,DanceSchool
TheDanceUnity-Dance&FitnessClasses|WeddingChoreographers,4.9,-102,30.725908,76.777027,EducationalInstitute,DanceSchool
Rock'n'RollDanceModelingActingAcademyChandigarh,5,-63,30.726715,76.757787,EducationalInstitute,DanceSchool
TheDanzaLand34-DanceClassesinChandigarh,4.9,-12,30.723329,76.769216,EducationalInstitute,DanceSchool
R13BhangraAcademy,5,-22,30.725917,76.772402,EducationalInstitute,DanceSchool
EasyDrivingSchool,5,-43,30.719187,76.765762,EducationalInstitute,DrivingSchool
AzadDrivingSchool(Govt.Registered),4.8,-114,30.721936,76.76822,EducationalInstitute,DrivingSchool
DHANOADRIVING,4.8,-61,30.714496,76.752099,EducationalInstitute,DrivingSchool
ARMAANDRIVINGSCHOOL,5,-7,30.723658,76.766864,EducationalInstitute,DrivingSchool
ZimindaraDrivingSchool,4.4,-67,30.714503,76.752093,EducationalInstitute,DrivingSchool
GovernmentModelSeniorSecondarySchool,4.4,-182,30.725116,76.756632,EducationalInstitute,School
ManavMangalHighSchool,4.3,-138,30.725828,76.775605,EducationalInstitute,School
DoonPublicSchool,3.8,-5,N/A,N/A,EducationalInstitute,School
GovernmentModelHighSchool,4.3,-39,30.730857,76.768342,EducationalInstitute,School
LearningNest,4.8,-27,30.727448,76.771531,EducationalInstitute,School
MehrChandMahajanDAVCollegeforWomen,4.6,"-1,451",30.734746,76.757433,EducationalInstitute,College
DevSamajCollegeofEducation,4.4,-113,30.733109,76.761856,EducationalInstitute,College
"Psychology,Sociology&Biology(11th,12th,B.A.,M.A.)-{BMEducation}",5,-4,30.734808,76.762567,EducationalInstitute,College
ParulUniversity-ChandigarhNationalAdmissionOffices,5,-2,30.728494,76.770899,EducationalInstitute,College
"Tution(1to10classes,11th&12thArts)",5,-1,30.731691,76.765766,EducationalInstitute,College
