Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category
GurdwaraShriBaghShaheedan,4.8,-440,30.715557,76.754244,PilgrimagePlace,Shrine
ShreeHariTemple,4.7,-138,30.714067,76.711642,PilgrimagePlace,Temple
ISKCONTempleChandigarh,4.8,"-6,802",30.734364,76.761349,PilgrimagePlace,Temple
ShriLaxmiNarayanMandir,4.7,-79,30.710346,76.755864,PilgrimagePlace,Temple
Satyanarayantemple,4.6,-41,30.729916,76.767435,PilgrimagePlace,Temple
LakshmiNarayanMandir,4.7,-80,30.714006,76.711715,PilgrimagePlace,Temple
ChurchofChandigarh,4.5,-148,30.725367,76.761953,PilgrimagePlace,Church
ThePentecostalMission,4.8,-48,30.719373,76.730875,PilgrimagePlace,Church
SeventhDayAdventistChurch,4.4,-59,30.733495,76.742605,PilgrimagePlace,Church
Phase3AChurch,3,-1,30.719378,76.730874,PilgrimagePlace,Church
MethodistChurchChandigarh,N/A,N/A,30.733312,76.74247,PilgrimagePlace,Church
MadinaMasjid,5,-2,30.731675,76.740353,PilgrimagePlace,Mosque
GurudwaraBabeke,4.6,-164,30.724471,76.732355,PilgrimagePlace,Gurudwara
Gurudwara,4.9,-33,30.723322,76.751145,PilgrimagePlace,Gurudwara
GurudwaraShriSangatSahib,4.5,-41,30.727091,76.750522,PilgrimagePlace,Gurudwara
GurudwaraSahebzadaAjeetSinghJi,4.7,-63,30.726628,76.727075,PilgrimagePlace,Gurudwara
SinghSabhaGurudwara,4.7,-30,30.719481,76.730764,PilgrimagePlace,Gurudwara
Kavin,N/A,N/A,30.720536,76.747552,PilgrimagePlace,Shrine
ISKCONTempleChandigarh,4.8,"-6,802",30.734364,76.761349,PilgrimagePlace,Temple
ShriRadhaKrishnaMandir,4.6,-139,30.74087,76.736097,PilgrimagePlace,Temple
Satyanarayantemple,4.6,-41,30.729916,76.767435,PilgrimagePlace,Temple
ShreeRadhaKrishanMandir,4.5,-115,30.724494,76.72821,PilgrimagePlace,Temple
"SanatanDharamMandir,sector38C",4.8,-82,30.741735,76.743621,PilgrimagePlace,Temple
SeventhDayAdventistChurch,4.4,-59,30.733495,76.742605,PilgrimagePlace,Church
MethodistChurchChandigarh,N/A,N/A,30.733312,76.74247,PilgrimagePlace,Church
C.N.IChurch,4.7,-30,30.728305,76.724619,PilgrimagePlace,Church
ChurchofChandigarh,4.5,-148,30.725367,76.761953,PilgrimagePlace,Church
"LighthouseWorshipCenterChurch,Chandigarh",4.4,-15,30.739997,76.758042,PilgrimagePlace,Church
MadinaMasjid,5,-2,30.731675,76.740353,PilgrimagePlace,Mosque
AhmedKhanBhurgri,N/A,N/A,30.739984,76.75673,PilgrimagePlace,Mosque
GurudwaraBabeke,4.6,-164,30.724471,76.732355,PilgrimagePlace,Gurudwara
GurudwaraSriGuruArjunDevJi,4.8,-363,30.736766,76.736186,PilgrimagePlace,Gurudwara
GurudwaraSriGuruSinghSabha,4.7,-409,30.735206,76.74889,PilgrimagePlace,Gurudwara
GurdwaraGurmatParcharSabha,4.6,-22,30.733117,76.742695,PilgrimagePlace,Gurudwara
GurudwaraSahib,4.3,-35,30.731808,76.734417,PilgrimagePlace,Gurudwara
ISKCONTempleChandigarh,4.8,"-6,802",30.734364,76.761349,PilgrimagePlace,Temple
ShriRadhaKrishnaMandir,4.6,-139,30.74087,76.736097,PilgrimagePlace,Temple
ShivMandir,4.8,-92,30.748371,76.765183,PilgrimagePlace,Temple
Satyanarayantemple,4.6,-41,30.729916,76.767435,PilgrimagePlace,Temple
"SanatanDharamMandir,sector38C",4.8,-82,30.741735,76.743621,PilgrimagePlace,Temple
IndianChurchofChristChandigarh(Punjab),4.5,-12,30.741745,76.756596,PilgrimagePlace,Church
SeventhDayAdventistChurch,4.4,-59,30.733495,76.742605,PilgrimagePlace,Church
"LighthouseWorshipCenterChurch,Chandigarh",4.4,-15,30.739997,76.758042,PilgrimagePlace,Church
GoodNewsAssemblyofGodChurch,5,-11,30.741505,76.756796,PilgrimagePlace,Church
MethodistChurchChandigarh,N/A,N/A,30.733312,76.74247,PilgrimagePlace,Church
ArtofLivingTempleofKnowledge-KashiVishwanathDevasthanam,4.7,-119,30.68909,76.728889,EventVenue,ConferenceCenter
SaraoHotel,3.6,-873,30.68521,76.739717,EventVenue,ConferenceCenter
BestechBusinessTower,4.3,"-5,292",30.67565,76.740274,EventVenue,ConferenceCenter
SSCA-32CricketAcademy,4.6,-82,30.668668,76.774948,EventVenue,Stadium
ArtofLivingTempleofKnowledge-KashiVishwanathDevasthanam,4.7,-119,30.68909,76.728889,EventVenue,ConferenceCenter
SaraoHotel,3.6,-873,30.68521,76.739717,EventVenue,ConferenceCenter
SSCA-32CricketAcademy,4.6,-82,30.668668,76.774948,EventVenue,Stadium
HotelParkGrand,4.2,"-2,010",30.717387,76.753131,EventVenue,ConferenceCenter
ChaudharyBhopalSinghStadium,3.9,-318,30.705398,76.761385,EventVenue,Stadium
ChandigarhSportsComplexSector50,4.3,-206,30.701092,76.747145,EventVenue,Stadium
HotelWesternCourtChandigarh,4.1,"-2,294",30.717142,76.752989,EventVenue,Stadium
HFSuperIceCreamParlour,4.5,-194,30.702169,76.727451,EventVenue,Stadium
7phaselights,4.3,-950,30.701594,76.728723,EventVenue,Stadium
GamersArena,5,-2,30.705768,76.758296,EventVenue,Arena
UnitedScientificArenaTechnologyPrivateLimited,N/A,N/A,30.709498,76.761288,EventVenue,Arena
HotelParkGrand,4.2,"-2,010",30.717387,76.753131,EventVenue,ConferenceCenter
RoundGlassFootballAcademy-TheBritishSchool-,4.3,-21,30.711383,76.757399,EventVenue,Stadium
HotelWesternCourtChandigarh,4.1,"-2,294",30.717142,76.752989,EventVenue,Stadium
Stump'dBoxCricket,4.5,-53,30.711131,76.757803,EventVenue,Stadium
HotelMetro43,4.1,"-1,358",30.717368,76.753235,EventVenue,Stadium
TheFirstHotel(BestHotelsinChandigarh),4,-108,30.716836,76.752564,EventVenue,Stadium
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
ConferenceRoom8-10person,N/A,N/A,30.734346,76.778327,EventVenue,ConferenceCenter
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,ConferenceCenter
RajasthanBhawan,4.1,-444,30.716136,76.768878,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
TRENDSEXHIBITIONS,5,-1,30.729928,76.76181,EventVenue,ConventionCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Stadium
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
Indoorbasketballstadium,4.4,-45,30.728045,76.748034,EventVenue,Stadium
INDOORSTADIUM,4.5,-13,30.702505,76.723762,EventVenue,Stadium
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Arena
ArenaFlowers,3.8,-32,30.729928,76.76181,EventVenue,Arena
ArenaFlowers|SameDayFlowerDeliveryinChandigarh|OnlineFlowerShopinChandigarh,3.6,-55,30.726963,76.765981,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
TRENDSEXHIBITIONS,5,-1,30.729928,76.76181,EventVenue,ConventionCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Stadium
Sector16CricketStadium,4.4,"-1,028",30.741699,76.774852,EventVenue,Stadium
Indoorbasketballstadium,4.4,-45,30.728045,76.748034,EventVenue,Stadium
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
ArenaAnimationMohali,3.6,-21,30.709015,76.722404,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
"Football,HockeyAndCricketAcademy",4.1,-49,30.735615,76.748702,EventVenue,Stadium
Archies-GiftGallery37,4.4,-243,30.738566,76.748664,EventVenue,Stadium
BadmintonCourt.,4.2,-61,30.741965,76.738632,EventVenue,Stadium
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
Steppingstoneshootingrange,4.9,-17,30.738342,76.745516,EventVenue,Arena
SaraoHotel,3.6,-873,30.68521,76.739717,EventVenue,ConferenceCenter
BestechBusinessTower,4.3,"-5,292",30.67565,76.740274,EventVenue,ConferenceCenter
SSCA-32CricketAcademy,4.6,-82,30.668668,76.774948,EventVenue,Stadium
TheworkoutArena,4.6,-16,30.676782,76.810202,EventVenue,Arena
ChandigarhSportsComplexSector50,4.3,-206,30.701092,76.747145,EventVenue,Stadium
ParkSector46C,4.2,"-1,706",30.700977,76.763408,EventVenue,Stadium
Arora'sFoods&Snacks,3.5,-155,30.697442,76.755351,EventVenue,Stadium
MEATMASTER,N/A,N/A,30.700168,76.748793,EventVenue,Stadium
ApolloDiagnostics,1,-2,30.692043,76.748543,EventVenue,Stadium
RajasthanBhawan,4.1,-444,30.716136,76.768878,EventVenue,ConferenceCenter
HotelParkGrand,4.2,"-2,010",30.717387,76.753131,EventVenue,ConferenceCenter
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
ChaudharyBhopalSinghStadium,3.9,-318,30.705398,76.761385,EventVenue,Stadium
ChandigarhAdministrationSportsComplex,4.5,-20,30.703378,76.76946,EventVenue,Stadium
ChandigarhSportsComplexSector50,4.3,-206,30.701092,76.747145,EventVenue,Stadium
HotelWesternCourtChandigarh,4.1,"-2,294",30.717142,76.752989,EventVenue,Stadium
GamersArena,5,-2,30.705768,76.758296,EventVenue,Arena
UnitedScientificArenaTechnologyPrivateLimited,N/A,N/A,30.709498,76.761288,EventVenue,Arena
HotelParkGrand,4.2,"-2,010",30.717387,76.753131,EventVenue,ConferenceCenter
SportsComplex,4.6,-234,30.718077,76.763522,EventVenue,Stadium
RoundGlassFootballAcademy-TheBritishSchool-,4.3,-21,30.711383,76.757399,EventVenue,Stadium
Kickstart,4.5,-93,30.711311,76.758171,EventVenue,Stadium
HotelWesternCourtChandigarh,4.1,"-2,294",30.717142,76.752989,EventVenue,Stadium
Stump'dBoxCricket,4.5,-53,30.711131,76.757803,EventVenue,Stadium
SportsComplex,4.6,-234,30.718077,76.763522,EventVenue,Arena
UnitedScientificArenaTechnologyPrivateLimited,N/A,N/A,30.709498,76.761288,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
ConferenceRoom8-10person,N/A,N/A,30.734346,76.778327,EventVenue,ConferenceCenter
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,ConferenceCenter
RajasthanBhawan,4.1,-444,30.716136,76.768878,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
TRENDSEXHIBITIONS,5,-1,30.729928,76.76181,EventVenue,ConventionCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Stadium
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
Sector16CricketStadium,4.4,"-1,028",30.741699,76.774852,EventVenue,Stadium
Indoorbasketballstadium,4.4,-45,30.728045,76.748034,EventVenue,Stadium
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
RedBishopConventionCenter,4.2,-5,30.705247,76.865964,EventVenue,ConventionCenter
TRENDSEXHIBITIONS,5,-1,30.729928,76.76181,EventVenue,ConventionCenter
"CIINorthernRegionHeadquarters,Chandigarh",4.4,-806,30.70703,76.784267,EventVenue,ConventionCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Stadium
Sector16CricketStadium,4.4,"-1,028",30.741699,76.774852,EventVenue,Stadium
Indoorbasketballstadium,4.4,-45,30.728045,76.748034,EventVenue,Stadium
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
ArenaAnimationMohali,3.6,-21,30.709015,76.722404,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
ConferenceRoom8-10person,N/A,N/A,30.734346,76.778327,EventVenue,ConferenceCenter
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,ConferenceCenter
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
LectureTheatre1PGIMER,4.5,-76,30.760834,76.77579,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
TRENDSEXHIBITIONS,5,-1,30.729928,76.76181,EventVenue,ConventionCenter
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Stadium
Indoorbasketballstadium,4.4,-45,30.728045,76.748034,EventVenue,Stadium
SportsInfrastructure,4.5,-14,30.747597,76.739391,EventVenue,Stadium
SDSchoolCricketGround,4.2,-36,30.74363,76.75918,EventVenue,Stadium
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Arena
ArenaFlowers,3.8,-32,30.729928,76.76181,EventVenue,Arena
ArenaFlowers|SameDayFlowerDeliveryinChandigarh|OnlineFlowerShopinChandigarh,3.6,-55,30.726963,76.765981,EventVenue,Arena
TheworkoutArena,4.6,-16,30.676782,76.810202,EventVenue,Arena
ParkSector46C,4.2,"-1,706",30.700977,76.763408,EventVenue,Stadium
Arora'sFoods&Snacks,3.5,-155,30.697442,76.755351,EventVenue,Stadium
RajasthanBhawan,4.1,-444,30.716136,76.768878,EventVenue,ConferenceCenter
HotelParkGrand,4.2,"-2,010",30.717387,76.753131,EventVenue,ConferenceCenter
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
ChaudharyBhopalSinghStadium,3.9,-318,30.705398,76.761385,EventVenue,Stadium
I.S.BindraPunjabCricketAssociationStadium,4.4,"-13,150",30.690891,76.73753,EventVenue,Stadium
ChandigarhAdministrationSportsComplex,4.5,-20,30.703378,76.76946,EventVenue,Stadium
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
GamersArena,5,-2,30.705768,76.758296,EventVenue,Arena
UnitedScientificArenaTechnologyPrivateLimited,N/A,N/A,30.709498,76.761288,EventVenue,Arena
RajasthanBhawan,4.1,-444,30.716136,76.768878,EventVenue,ConferenceCenter
HotelParkGrand,4.2,"-2,010",30.717387,76.753131,EventVenue,ConferenceCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
ChaudharyBhopalSinghStadium,3.9,-318,30.705398,76.761385,EventVenue,Stadium
ChandigarhAdministrationSportsComplex,4.5,-20,30.703378,76.76946,EventVenue,Stadium
SportsComplex,4.4,-261,30.721642,76.75024,EventVenue,Stadium
SportsComplex,4.6,-234,30.718077,76.763522,EventVenue,Stadium
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
GamersArena,5,-2,30.705768,76.758296,EventVenue,Arena
SportsComplex,4.4,-261,30.721642,76.75024,EventVenue,Arena
SportsComplex,4.6,-234,30.718077,76.763522,EventVenue,Arena
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
RajasthanBhawan,4.1,-444,30.716136,76.768878,EventVenue,ConferenceCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConferenceCenter
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,ConferenceCenter
HotelParkGrand,4.2,"-2,010",30.717387,76.753131,EventVenue,ConferenceCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Stadium
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
Sector16CricketStadium,4.4,"-1,028",30.741699,76.774852,EventVenue,Stadium
Indoorbasketballstadium,4.4,-45,30.728045,76.748034,EventVenue,Stadium
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
ArenaAnimationMohali,3.6,-21,30.709015,76.722404,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
ConferenceRoom8-10person,N/A,N/A,30.734346,76.778327,EventVenue,ConferenceCenter
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,ConferenceCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
RedBishopConventionCenter,4.2,-5,30.705247,76.865964,EventVenue,ConventionCenter
TRENDSEXHIBITIONS,5,-1,30.729928,76.76181,EventVenue,ConventionCenter
"CIINorthernRegionHeadquarters,Chandigarh",4.4,-806,30.70703,76.784267,EventVenue,ConventionCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
Sector16CricketStadium,4.4,"-1,028",30.741699,76.774852,EventVenue,Stadium
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Stadium
Stadium,5,-1,30.741051,76.779015,EventVenue,Stadium
FootballGround,4.7,-28,30.737936,76.779905,EventVenue,Stadium
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
ArenaAnimationSector9Chandigarh,4.7,-173,30.741398,76.790879,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
Wedding&EventZ,5,-4,30.741007,76.764869,EventVenue,ConferenceCenter
KisanBhavanCandigarh,4.1,-23,30.739651,76.766781,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
SDSchoolCricketGround,4.2,-36,30.74363,76.75918,EventVenue,Stadium
TableTennisHall,4.4,-182,30.736234,76.761833,EventVenue,Stadium
Sunnykaghar,N/A,N/A,30.739731,76.764149,EventVenue,Stadium
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
ArenJewellers,4.9,-46,30.734275,76.769995,EventVenue,Arena
KendriyaVidyalaya3BRD,4.5,-134,30.689596,76.786488,EventVenue,ConferenceCenter
SSCA-32CricketAcademy,4.6,-82,30.668668,76.774948,EventVenue,Stadium
"CIINorthernRegionHeadquarters,Chandigarh",4.4,-806,30.70703,76.784267,EventVenue,ConferenceCenter
CII-CentreofExcellenceforCompetitivenessforSMEs,5,-1,30.707084,76.784294,EventVenue,ConferenceCenter
KendriyaVidyalaya3BRD,4.5,-134,30.689596,76.786488,EventVenue,ConferenceCenter
ParkSector46C,4.2,"-1,706",30.700977,76.763408,EventVenue,Stadium
KendriyaVidyalayaCricketPitch,N/A,N/A,30.69705,76.771396,EventVenue,Stadium
"CIINorthernRegionHeadquarters,Chandigarh",4.4,-806,30.70703,76.784267,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
ConferenceRoom8-10person,N/A,N/A,30.734346,76.778327,EventVenue,ConferenceCenter
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
RajasthanBhawan,4.1,-444,30.716136,76.768878,EventVenue,ConferenceCenter
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
ChaudharyBhopalSinghStadium,3.9,-318,30.705398,76.761385,EventVenue,Stadium
I.S.BindraPunjabCricketAssociationStadium,4.4,"-13,150",30.690891,76.73753,EventVenue,Stadium
ChandigarhAdministrationSportsComplex,4.5,-20,30.703378,76.76946,EventVenue,Stadium
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Stadium
GamersArena,5,-2,30.705768,76.758296,EventVenue,Arena
UnitedScientificArenaTechnologyPrivateLimited,N/A,N/A,30.709498,76.761288,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
"CIINorthernRegionHeadquarters,Chandigarh",4.4,-806,30.70703,76.784267,EventVenue,ConferenceCenter
ConferenceRoom8-10person,N/A,N/A,30.734346,76.778327,EventVenue,ConferenceCenter
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,ConferenceCenter
"CIINorthernRegionHeadquarters,Chandigarh",4.4,-806,30.70703,76.784267,EventVenue,ConventionCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
Sector46SportsStadium,4.3,"-1,335",30.703532,76.769359,EventVenue,Stadium
ChaudharyBhopalSinghStadium,3.9,-318,30.705398,76.761385,EventVenue,Stadium
ChandigarhAdministrationSportsComplex,4.5,-20,30.703378,76.76946,EventVenue,Stadium
SportsComplex,4.4,-261,30.721642,76.75024,EventVenue,Stadium
SportsComplex,4.6,-234,30.718077,76.763522,EventVenue,Stadium
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
GamersArena,5,-2,30.705768,76.758296,EventVenue,Arena
SportsComplex,4.4,-261,30.721642,76.75024,EventVenue,Arena
SportsComplex,4.6,-234,30.718077,76.763522,EventVenue,Arena
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
RajasthanBhawan,4.1,-444,30.716136,76.768878,EventVenue,ConferenceCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConferenceCenter
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,ConferenceCenter
HotelMetro35,4,-515,30.722884,76.762195,EventVenue,ConferenceCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
SportsComplex,4.6,-234,30.718077,76.763522,EventVenue,Stadium
Faujiground,4,-3,30.725666,76.764126,EventVenue,Stadium
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,Stadium
DirectorSportsPunjab,4,-7,30.722324,76.768517,EventVenue,Stadium
HotelAntheia,3.7,-163,30.721463,76.77146,EventVenue,Stadium
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
ArenaAnimationSector9Chandigarh,4.7,-173,30.741398,76.790879,EventVenue,Arena
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
ConferenceRoom8-10person,N/A,N/A,30.734346,76.778327,EventVenue,ConferenceCenter
SpaceJamConferenceRooms|EventsHalls:Chandigarh,4,-2,30.722553,76.769762,EventVenue,ConferenceCenter
JWMarriottHotelChandigarh,4.5,-678,30.72679,76.767115,EventVenue,ConferenceCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
RedBishopConventionCenter,4.2,-5,30.705247,76.865964,EventVenue,ConventionCenter
TRENDSEXHIBITIONS,5,-1,30.729928,76.76181,EventVenue,ConventionCenter
"CIINorthernRegionHeadquarters,Chandigarh",4.4,-806,30.70703,76.784267,EventVenue,ConventionCenter
IndianMedicalAssociation(IMA)Complex,4.3,-58,30.725533,76.762479,EventVenue,ConventionCenter
Sector16CricketStadium,4.4,"-1,028",30.741699,76.774852,EventVenue,Stadium
SportsComplex,4.5,-501,30.727199,76.747043,EventVenue,Stadium
Stadium,5,-1,30.741051,76.779015,EventVenue,Stadium
FootballGround,4.7,-28,30.737936,76.779905,EventVenue,Stadium
Indoorbasketballstadium,4.4,-45,30.728045,76.748034,EventVenue,Stadium
ArenaAnimationChandigarh34A,4.4,-211,30.719518,76.768327,EventVenue,Arena
MuscleArena,4.5,-143,30.734018,76.752689,EventVenue,Arena
CadArena,5,-3,30.722051,76.768952,EventVenue,Arena
ArenaAnimationSector9Chandigarh,4.7,-173,30.741398,76.790879,EventVenue,Arena
ChandigarhHockeyStadium,4.4,-918,N/A,N/A,EventVenue,Arena
...,4.2,-72,30.733773,76.759935,EventVenue,ConferenceCenter
Wedding&EventZ,5,-4,30.741007,76.764869,EventVenue,ConferenceCenter
HotelShivalikview,4.1,"-7,729",30.740086,76.776551,EventVenue,ConferenceCenter
KisanBhavanCandigarh,4.1,-23,30.739651,76.766781,EventVenue,ConferenceCenter
...,4.2,-72,30.733773,76.759935,EventVenue,ConventionCenter
Sector16CricketStadium,4.4,"-1,028",30.741699,76.774852,EventVenue,Stadium
SDSchoolCricketGround,4.2,-36,30.74363,76.75918,EventVenue,Stadium
