Name,Rating,Number of Reviews,Latitude,Longitude,Search Query,UTC_Time,CenterLat,CenterLon,Distance_m
,4.5,"(9,068)",38.9048838,-77.0229934,Conference Center,2026-01-15T18:51:05.417453,38.876359,-77.028358,3205.6
,4.4,(28),38.8918146,-77.0055037,Conference Center,2026-01-15T18:51:05.417453,38.876359,-77.028358,2620.4
,5.0,(2),38.8837394,-77.019488,Conference Center,2026-01-15T18:51:05.417453,38.876359,-77.028358,1123.8
,4.1,"(4,592)",38.885564,-77.0196989,Conference Center,2026-01-15T18:51:05.417453,38.876359,-77.028358,1268.6
,5.0,(1),38.8866234,-77.0032551,Conference Center,2026-01-15T18:51:05.417453,38.876359,-77.028358,2454.4
,4.5,"(4,380)",38.8939166,-77.0307749,Conference Center,2026-01-15T18:51:05.417453,38.876359,-77.028358,1963.5
,4.5,"(9,068)",38.9048838,-77.0229934,Convention Center,2026-01-15T18:51:10.086043,38.876359,-77.028358,3205.6
,4.5,"(4,380)",38.8939166,-77.0307749,Convention Center,2026-01-15T18:51:10.086043,38.876359,-77.028358,1963.5
,4.4,(28),38.8918146,-77.0055037,Convention Center,2026-01-15T18:51:10.086043,38.876359,-77.028358,2620.4
,5.0,(1),38.8866234,-77.0032551,Convention Center,2026-01-15T18:51:10.086043,38.876359,-77.028358,2454.4
,4.0,(51),38.8995065,-77.0381579,Convention Center,2026-01-15T18:51:10.086043,38.876359,-77.028358,2710.0
,4.5,(23),38.8527297,-77.0484533,Convention Center,2026-01-15T18:51:10.086043,38.876359,-77.028358,3151.3
,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,2026-01-15T18:51:14.712550,38.876359,-77.028358,1849.3
,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,2026-01-15T18:51:14.712550,38.876359,-77.028358,1606.6
,4.3,"(1,206)",38.8761044,-77.0078677,Stadium,2026-01-15T18:51:14.712550,38.876359,-77.028358,1774.0
,4.8,(4),38.8856802,-77.0018252,Stadium,2026-01-15T18:51:14.712550,38.876359,-77.028358,2519.7
,4.8,(6),38.8978339,-77.0493504,Stadium,2026-01-15T18:51:14.712550,38.876359,-77.028358,3000.5
,4.4,(188),38.9255745,-77.0207861,Stadium,2026-01-15T18:51:14.712550,38.876359,-77.028358,5511.6
,4.8,"(1,749)",38.8773022,-77.0201384,Arena,2026-01-15T18:51:19.325048,38.876359,-77.028358,719.2
,4.5,"(15,839)",38.8981675,-77.0208568,Arena,2026-01-15T18:51:19.325048,38.876359,-77.028358,2510.4
,4.4,(20),38.8773521,-77.0204966,Arena,2026-01-15T18:51:19.325048,38.876359,-77.028358,689.4
,4.5,(24),38.8977493,-77.0201295,Arena,2026-01-15T18:51:19.325048,38.876359,-77.028358,2482.8
