Name,Rating,Number of Reviews,Latitude,Longitude,Search Query,UTC_Time,CenterLat,CenterLon,Distance_m
,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,2026-01-17T15:44:43.070753,38.836359,-77.028358,16314.8
,4.4,(188),38.9255745,-77.0207861,Stadium,2026-01-17T15:44:43.070753,38.836359,-77.028358,9941.9
,4.6,(239),38.8213889,-77.0522222,Stadium,2026-01-17T15:44:43.070753,38.836359,-77.028358,2654.1
,4.4,(886),38.9902626,-76.9472548,Stadium,2026-01-17T15:44:43.070753,38.836359,-77.028358,18496.0
,4.6,(143),38.8865043,-77.1102224,Stadium,2026-01-17T15:44:43.070753,38.836359,-77.028358,9018.4
,4.8,(6),38.8978339,-77.0493504,Stadium,2026-01-17T15:44:43.070753,38.836359,-77.028358,7073.1
,4.4,(24),38.8856749,-76.9770669,Stadium,2026-01-17T15:44:43.070753,38.836359,-77.028358,7056.4
,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,2026-01-17T15:45:00.859175,38.856359,-77.048358,3997.9
,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,2026-01-17T15:45:00.859175,38.856359,-77.048358,3351.8
,4.6,(143),38.8865043,-77.1102224,Stadium,2026-01-17T15:45:00.859175,38.856359,-77.048358,6318.1
,4.4,(188),38.9255745,-77.0207861,Stadium,2026-01-17T15:45:00.859175,38.856359,-77.048358,8057.8
,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,2026-01-17T15:45:00.859175,38.856359,-77.048358,16965.4
,4.4,(886),38.9902626,-76.9472548,Stadium,2026-01-17T15:45:00.859175,38.856359,-77.048358,17268.2
,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,1895.1
,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,2590.4
,4.4,(534),38.8469016,-76.9913962,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,3369.1
,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,15348.2
,4.4,(188),38.9255745,-77.0207861,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,7724.2
,4.4,(886),38.9902626,-76.9472548,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,16459.6
,5.0,(2),38.8677246,-77.0124443,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,1869.7
,4.8,(6),38.8978339,-77.0493504,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,4956.9
,4.6,(143),38.8865043,-77.1102224,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,7839.8
,4.8,(4),38.8856802,-77.0018252,Stadium,2026-01-17T15:45:18.553855,38.856359,-77.028358,3988.2
,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,3562.3
,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,3197.2
,4.8,(6),38.8978339,-77.0493504,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,2389.4
,4.4,(188),38.9255745,-77.0207861,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,5970.0
,4.5,"(15,847)",38.8981675,-77.0208568,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,3398.0
,4.4,(93),38.9080358,-77.0753079,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,4224.5
,4.6,(143),38.8865043,-77.1102224,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,5472.4
,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,16343.0
,4.4,(886),38.9902626,-76.9472548,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,15391.2
,4.7,(13),38.9433179,-77.0007566,Stadium,2026-01-17T15:45:36.559732,38.876359,-77.048358,8508.7
,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,1849.3
,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,1606.6
